nfw_performance_summary_optimized_all_queries
Query_ID,PPL_Query,DSL_Query,PPL_Avg_ms,PPL_Median_ms,PPL_Std_ms,PPL_MAD_ms,PPL_P90_ms,PPL_P95_ms,PPL_P99_ms,PPL_Min_ms,PPL_Max_ms,PPL_Raw_Max_ms,PPL_Outlier_Count,PPL_Success_Rate,DSL_Avg_ms,DSL_Median_ms,DSL_Std_ms,DSL_MAD_ms,DSL_P90_ms,DSL_P95_ms,DSL_P99_ms,DSL_Min_ms,DSL_Max_ms,DSL_Raw_Max_ms,DSL_Outlier_Count,DSL_Success_Rate,Winner,PPL_DSL_Ratio,Statistically_Significant,Performance_Outlier,Outlier_Reason
P95 Latency,127.63ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.18ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #6,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,119.53ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.02ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.18x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,119.53ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,3.6% (147.09ms vs 142.01ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,133.6ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.78ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #7,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,133.3ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,99.72ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.34x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,133.3ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,15.1% (165.92ms vs 144.14ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,138.68ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.17ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #8,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,135.78ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.02ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.34x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,135.78ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (155.34ms vs 155.34ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,146.92ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.64ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #9,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,112.08ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.53ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.11x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,6/50 (12.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,112.08ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,292.0% (487.65ms vs 124.39ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,119.16ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.71ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,⚠️ OUTLIER - Failed 1 criterion/criteria: inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #10,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,112.96ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,97.59ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.16x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,112.96ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,87.1% (232.25ms vs 124.16ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,123.12ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.58ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #11,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,117.64ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.79ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.17x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,2/50 (4.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,117.64ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,16.4% (165.1ms vs 141.79ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,131.09ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.35ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 2 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #12,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,120.63ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.57ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.20x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,120.63ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (139.73ms vs 139.73ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,136.04ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.27ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #13,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,132.03ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,103.73ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.27x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,4/50 (8.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,132.03ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,396.4% (1102.5ms vs 222.1ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,202.33ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),13.97ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,⚠️ OUTLIER - Failed 1 criterion/criteria: inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #14,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,107.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,96.03ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.12x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,107.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (115.14ms vs 115.14ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,114.54ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),2.89ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #14,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #15,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,106.61ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,98.53ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.08x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,106.61ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,1.0% (128.33ms vs 127.07ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,117.76ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.37ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #16,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
